N¯ chambre;Chambre;Nom de l'entitÇ;Nature juridique;Sigle
2;Deuxiäme chambre;INSTITUT SUPERIEUR DE L'AERONAUTIQUE ET DE L' ESPACE;EPSCP;ISAE
2;Deuxiäme chambre;MÇdiateur national de l'Çnergie;API;MNE
7;Septiäme chambre;Maison rÇgionale de la foràt et du bois Champagne-Ardenne;GIP;
7;Septiäme chambre;pour le dÇveloppement de la coopÇration internationale dans les domaines de l'agriculture, de l'alimentation et des espaces ruraux;GIP;ADECIA
5;Cinquiäme chambre;Agence nationale de l'Çvaluation et de la qualitÇ des Çtablissements et des services sociaux et mÇdico-sociaux  (TRANFERT DE LA 6 A LA 5 EME CHAMBRE EN 2011);GIP;ANESM
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE MEDECINE NUCLEAIRE DU HAVRE (GCS );GIP;
1;Premiäre chambre;SociÇtÇ de valorisation fonciäre et immobiliäre ;;SOVAFIM
6;Sixiäme chambre;Etablissement public national de financement des retraites de la poste;EPA;EPNFRLP
1;Premiäre chambre;CONTROLEUR BUDGETAIRE ET COMPTABLE DU MINISTERE DU BUDGET, DES COMPTES PUBLICS ET DE LA FONCTION P / contrìleur budgÇtaire et comptable des ministäres Çconomiques et financiers;;CBCM
6;Sixiäme chambre;CANCEROPOLE ILE DE FRANCE (GIP);GIP;CPIDF
7;Septiäme chambre;Etablissement Public d'amÇnagement  Orly-Rungis-Seine amont;EPIC;EPAORSA
4;Quatriäme chambre;AGENCE NATIONALE DES TITRES SECURISEES;EPA;ANTS
2;Deuxiäme chambre;Service hydrographique et ocÇanographique de la Marine ;EPA;SHOM
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE , GROUPEMENT HOSPITALIER EST REUNION ( GCS );GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DE HAUTE COTE D'OR (GCS);GCS;
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AU DROIT DES LANDES (GIP);GIP;CDAD
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE CENTRE ETOILE;GCS;
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AU DROIT DU MORBIHAN (GIP);GIP;CDAD
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AU DROIT DES ALPES-DE -HAUTE-PROVENCE (GIP);GIP;CDAD
3;Troisiäme chambre;GIP RÇussite Çducative Valenciennes mÇtropole ;GIP;REUSEDUC
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE NORD ESSONNE (ANCIENNEMENT DE LONGJUMEAU/ORSAY )( GCS );GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE D'IMAGERIE MEDICALE DE DECAZEVILLE (GCS);GCS;
1;Premiäre chambre;GIP POUR LA RECONSTITUTION DES TITRES DE PROPRIETE EN CORSE;;GIRTEC
5;Cinquiäme chambre;GIP Formation continue et insertion professionnelle de Guyane ;GIP;FCIP
6;Sixiäme chambre;"Groupement de coopÇration sanitaire :"" clinique universitaire du cancer""";GCS;
3;Troisiäme chambre;contrìleur budgÇtaire et comptable ministÇriel de l'Çducation nationale, de l'enseignement supÇrieur et de la recherche                                                                                                                                                                               ;;CBCM
3;Troisiäme chambre;contrìleur budgÇtaire et comptable ministÇriel  de la culture et de la communication                                                                                                                                                              ;;CBCM
4;Quatriäme chambre;Contrìleur budgÇtaire et comptable ministÇriel des services du premier ministre;;CBCM
5;Cinquiäme chambre;Contrìleur budgÇtaire et comptable du ministäre du travail, des relations sociales et solidaritÇ ;;CBCM
7;Septiäme chambre;CONTROLEUR BUDGETAIRE ET COMPTABLE DU MINISTERE DE L'ECOLOGIE DE L'ENERGIE DU DEVOLOPPEMENT DURABLE;;CBCM
4;Quatriäme chambre;CONTROLEUR BUGETAIRE ET COMPTABLE DU MINISTERE DE LA JUSTICE;;CBCM
3;Troisiäme chambre;GIP RÇussite Çducative de Bordeaux;GIP;REUSEDUC
6;Sixiäme chambre;CONTROLEUR BUDGETAIRE ET COMPTABLE  DU MINISTERE DE LA SANTE, DE LA JEUNESSE ET DES SPORTS                                                                                                                                                                ;;CBCM
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AU DROIT DE SAONE ET LOIRE (GIP);GIP;CDAD
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIREPHARMACIE DES ETABLISSEMENTS SANITAIRES ET MEDICO-SOCIAUX DU NORD FRANCHE COMTE
ex
GROUPEMENT DE COOPERATION SANITAIRE DU TERRITOIRE DE BELFORT ""PHARMACIE DES EHPAD DU TERRITOIRE DE BELFORT""";GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE G4 - GROUPEMENT DES CHU D'AMIENS, CAEN, LILLE, ROUEN;GCS;
5;Cinquiäme chambre;Groupement de coopÇration sociale et mÇdico-sociale du centre de Picardie  (GCSMS);GCSMS;
7;Septiäme chambre;Institut national supÇrieur des sciences agronomiques, agroalimentaires, horticoles et du paysage (AGROCAMPUS OUEST) ;EPSCP;AGROCAMPUS OUEST
1;Premiäre chambre;COMPTABLE SPECIALISE DU DOMAINE;;CSDOM
2;Deuxiäme chambre;CONTROLEUR BUDGETAIRE ET COMPTABLE DE LA TRESORERIE AUX ARMEES;;CBCM
5;Cinquiäme chambre;Maison de l'emploi de Valenciennes mÇtropole ;GIP;MEVM
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" RESEAU REGIONAL DE L'AIDE MEDICALE URGENTE HAUTE NORMANDIE """;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" PHARE """;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" BAIE DE SOMME """;;
5;Cinquiäme chambre;Groupement de coopÇration sociale et mÇdico-sociale des Collines VendÇennes;GCSMS;
5;Cinquiäme chambre;Groupement de coopÇration sociale et mÇdico-sociale des Ehpad de VendÇe;GCSMS;
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AUX DROITS DES COTES D'ARMOR;GIP;CDAD
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DES ETABLISSEMENTS DE SANTE DU ROANNAIS;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE DE ""PAIMPOL GO”LO""";GCS;
6;Sixiäme chambre;Groupement de coopÇration sanitaire pìle de santÇ d'Arcachon;GCS;
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AU DROIT DES PYRENEES ORIENTALES;GIP;CDAD
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" PHARMACIE INTERHOSPITALIERE D'OBERNAI """;GCS;
6;Sixiäme chambre;"GCS "" GROUPEMENT DE COOPERATION EN ONCOLOGIE ET RADIOTHERAPIE """;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" LES HOPITAUX A VOTRE DOMICILE """;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" CITE SANITAIRE NAZAIRIENNE """;GCS;
6;Sixiäme chambre;Centre national de gestion des praticiens hospitaliers et des personnels de direction de la fonction publique hospitaliäre;EPA;CNGPHP
6;Sixiäme chambre;"Groupement de coopÇration sanitaire de moyens du groupe hospitalier de l'Est Francilien (GHEF)
EX GROUPEMENT  DE COOPERATION SANITAIRE DES HOPITAUX DU NORD SEINE ET MARNE";GCS;GHEF
5;Cinquiäme chambre;Centre de ressources emploi formation de Haute-Normandie ;GIP;CREFOR
3;Troisiäme chambre;êtablissement public de coopÇration culturelle Bibracte ;;CAE
5;Cinquiäme chambre;GIP Centre de ressources de la cohÇsion sociale urbaine de la RÇunion;GIP;
7;Septiäme chambre;RÇserve nationale marine de La RÇunion;GIP;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""RESEAU DE PROMOTION POUR LA SANTE MENTALE DANS LES YVELINES""";GCS;
3;Troisiäme chambre;êtablissement public de coopÇration scientifique UniversitÇ Nantes-Angers-Le-Mans (PRES);;UNAL
3;Troisiäme chambre;UniversitÇ de Strasbourg  ;;US
6;Sixiäme chambre;Groupement de coopÇration sanitaire du Pays de Retz;GCS;
4;Quatriäme chambre;ETABLISSEMENT PUBLIC D'EXPLOITATION DU LIVRE FONCIER INFORMATISE D'ALSACE-MOSELLE (GIP DEVENU EPA);EPA;EPELFI
3;Troisiäme chambre;"CommunautÇ d'universitÇs et Çtablissements ""Lille Nord de France"" (COMUE)  ";EPA-EPCS;ULNF
6;Sixiäme chambre;DEPISTAGE DES CANCERS DANS LE TARN ET GARONNE GIP;GIP;
1;Premiäre chambre;SociÇtÇ de prise de participation de l'Etat  - Agence des participations de l'Etat;;SPPE
6;Sixiäme chambre;GCS Pharmacie entre l'hìpital local de Billom et la maison de retraite Groisne-Constance;GCS;
4;Quatriäme chambre;Conseil dÇpartemental de l'accäs au droit du Finistäre ;GIP;CDAD
7;Septiäme chambre;Groupement d'intÇret public PulvÇs;GIP;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DES HOPITAUX ET ETABLISSEMENTS LOCAUX DE PROXIMITE DE L'ARDECHE MERIDIONALE;GCS;HELPAM
7;Septiäme chambre;Institut national supÇrieur des sciences agronomiques - AgroSup Dijon;EPSCP;AGROSUPDIJON
3;Troisiäme chambre;CENTRE NATIONAL DU COSTUME DE SCENE ET DE LA SCENOGRAPHIE;;CNCSS
3;Troisiäme chambre;êtablissement public du chÉteau de Fontainebleau ;EPA;EPCF
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE D'UNION POUR LE TRAITEMENT DU LINGE DES ETABLISSEMENTS DE SANTE;GCS;
7;Septiäme chambre;Agence de services et de paiement;EPA;ASP
7;Septiäme chambre;Etablissementnational des produits de l'agriculture et de la mer ;EPA;FranceAgriMer
6;Sixiäme chambre;Groupement de coopÇration sanitaire du Pays d'Olmes;;
6;Sixiäme chambre;Groupement de coopÇration sanitaire des centres hospitaliers de Luneville, Pont a Mousson, Toul, de Nancy et de l'Ouest Vosgien;GCS;
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""CELLULE MUTUALISTE D' INFORMATION MEDICALE""";GCS;
6;Sixiäme chambre;"Groupement de coopÇration sanitaire "" CENTRE RESSOURCES CLAUDE BALIER """;GCS;
4;Quatriäme chambre;"HAUT CONSEIL DU COMMISSARIAT AUX COMPTES , ""H3C""";API;H3C
3;Troisiäme chambre;ComunautÇ d'universitÇs et Çtablissements UniversitÇ Grenoble Alpes (COMUE) ex UNIVERSITE DE GRENOBLE (PRES);EPA - EPCS;UG
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements Languedoc-Roussillon UniversitÇs (COMUE) ;EPA-EPCS;UMSF
3;Troisiäme chambre;Consortium national pour l'agriculture, l'alimentation, la santÇ animale et l'environnement ;EPA-EPCS;CNAASAE
3;Troisiäme chambre;PRES Limousin-Poitou-Charentes;EPA-EPCS;LPC
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""H-C-L GIVORS""";GCS;
6;Sixiäme chambre;"Groupement de coopÇration sanitaire "" CENTRE DE CARDIOLOGIE INTERVENTIONNELLE DE L'ALLIER""";GCS;
6;Sixiäme chambre;"Groupement de coopÇration sanitaire "" CENTRE DE TISSUS, CELLULES ET THERAPIE CELLULAIRE""";GCS;
6;Sixiäme chambre;Groupement de coopÇration sanitaire Centre de ressources pour la prise en charge des auteurs de violences sexuelles;GCS;
2;Deuxiäme chambre;Institut franáais du pÇtrole et des Çnergies nouvelles;;IFPEN
2;Deuxiäme chambre;êcole navale;GIP;
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Logipìle-Cambolle""";GCS;
6;Sixiäme chambre;DEPISTAGE DES CANCERS DES PYRENEES ( DOC 65 );GIP;
5;Cinquiäme chambre;GCSMS du Bocage bourbonnais ;GCSMS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" ENERGELOG DU POLE DE SANTE DU PAYS D'OLONNE""";GCS;
2;Deuxiäme chambre;Compagnie franáaise pour l'exposition de Shangai 2010;;COFRES SAS
7;Septiäme chambre;Ecole nationale supÇrieure maritime;EPSCP;ENSM
7;Septiäme chambre;AUTORITE DE REGULATION DES ACTIVITES FERROVIAIRES et ROUTIERES;API;ARAF
3;Troisiäme chambre;ECOLE NORMALE SUPERIEURE DE LYON (REGROUPE ID 1599 ET ID 3273 COMPETENCE CRC);EPSCP;ENSL
3;Troisiäme chambre;êtablissement public citÇ de la cÇramique-Sävres-et-Limoges  ;EPA;EPSC
7;Septiäme chambre;Institut d'enseignement supÇrieur et de recherche en alimentation sante animale sciences agronomiques et de l'environnement;EPSCP;VETAGROSUP
7;Septiäme chambre;Ecole Nationale VÇtÇrinaire Agroalimentaire et de l'alimentation (ONIRIS);EPSCP;ONIRIS
2;Deuxiäme chambre;Etablissement public des fonds de prÇvoyance militaire et de l'aÇronautique ;;EPFPMA
7;Septiäme chambre;AÇroport de Montpellier-MÇditerranÇe;;AMM
7;Septiäme chambre;AÇroport de Bordeaux-MÇrignac;;ABM
7;Septiäme chambre;AÇroport Toulouse-Blagnac;;ATB
7;Septiäme chambre;AÇroports de la Cìte d'Azur;;ACA
7;Septiäme chambre;AÇroports de Lyon;;ADL
3;Troisiäme chambre;êtablissement public du palais de la dÇcouverte de la citÇ des sciences et de l'industrie  ;;PPDCSI
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""STERILISATION DES CENTRES HOSPITALIERS"" DE FOUGERES VITRE";GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""ETABLISSEMENT DE SANTE PUBLICS DE LA CHARENTE""";GCS;
4;Quatriäme chambre;SociÇtÇ immobiliäre de la Guadeloupe;;SIGUA
6;Sixiäme chambre;"Groupement de coopÇration sanitaire "" HAD DER ET PERTHOIS """;GCS;
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""INSTITUT REGIONAL FEDERATIF DU CANCER DE FRANCHE -COMTE """;GCS;
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""POLE LOGISTIQUE HOSPITALIER NORD FRANCHE COMTE""";GCS;
6;Sixiäme chambre;GIP GROUPEMENT D'INTERET PUBLIC DE DEPISTAGE ORGANISE DES CANCERS DE LA HAUTE- GARONNE;GIP;
6;Sixiäme chambre;Ecole des hautes Çtudes en santÇ publique;EPSCP;EHESP
6;Sixiäme chambre;Agence RÇgionale de SantÇ d'Alsace;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ d'Aquitaine;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ d'Auvergne;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Basse Normandie;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de santÇ de Bourgogne;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de santÇ de Bretagne;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Champagne-Ardenne;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Corse;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Franche-ComtÇ;EPA;ARS
6;Sixiäme chambre;Agence rÇgionale de SantÇ de Guyane;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Haute Normandie;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Guadeloupe;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Languedoc-Roussillon;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Lorraine;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de santÇ de Martinique;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Midi-PyrÇnÇes;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Nord-Pas-de-Calais;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Picardie;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Poitou-Charente;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Provence-Alpes-Cìte-d'Azur;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de Rhìne-Alpes;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ des Pays de la Loire;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ d'Ile-de-France;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ du Centre;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ du Limousin;EPA;ARS
6;Sixiäme chambre;Agence RÇgionale de SantÇ de l'OcÇan Indien;EPA;ARS
3;Troisiäme chambre;MusÇe national Picasso - Paris;EPA;MNP
7;Septiäme chambre;SociÇtÇ du Grand Paris;EPIC;SGP
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements UniversitÇ Sorbonne Paris CitÇ (COMUE) ;EPA-EPCS;USPC
3;Troisiäme chambre;Centre Val-de-Loire universitÇ (PRES) ;EPA-EPCS;CVLU
7;Septiäme chambre;Institut Franáais du cheval et de l'Çquitation;EPA;IFCE
3;Troisiäme chambre;HAUTE AUTORITE POUR LA DIFFUSION DES OEUVRES ET LA PROTECTION DES DROITS SUR INTERNET (HADOPI);API;HADOPI
7;Septiäme chambre;Agence nationale chargÇe de la sÇcuritÇ sanitaire de l'alimentation de l'environnement et du travail;EPA;ANSES
7;Septiäme chambre;Etablissement d'amÇnagement de la DÇfense Seine Arche;EPIC;EPADESA
6;Sixiäme chambre;AGENCE DES SYSTEMES D'INFORMATION PARTAGES DE SANTE GIP;GIP;ASIP
7;Septiäme chambre;Centre de ressources sur le pastoralisme et la gestion de l?espace;GIP;CRPGE 
3;Troisiäme chambre;UniversitÇ numÇrique juridique francophone ;GIP;UNJF
7;Septiäme chambre;ETABLISSEMENT PUBLIC D'AMENAGEMENT DU MANTOIS SEINE AVAL;EPIC;EPAMSA
3;Troisiäme chambre;Agence du service civique ;GIP;ASC
4;Quatriäme chambre;Institut franáais d?Allemagne;;IFA
7;Septiäme chambre;"Organisme inter-Çtablissement du rÇseau des chambres d'agriculture ""alliance Çlevage loir et loire""";EP;OIR-ALLIANCE
6;Sixiäme chambre;RESEAU ADDICTIONS MARTINIQUE GIP;GIP;RAM
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""PLATE-FORME HAD-SSIAD SUD 79 """;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""TELESANTE CENTRE""";GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" GROUPEMENT DU GRAND EST """;GCS;
7;Septiäme chambre;Parc national des foràts de Champagne et Bourgogne -Groupement d'intÇràt public de prÇfiguration du parc national des foràts de Champagne et Bourgogne;GIP;PNECB
6;Sixiäme chambre;GCS DE GESTION ADMINISTRATIVE ET TECHNIQUE DE LA RESTAURATION ET DES FONCTIONS LOGISTIQUES;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""BLANCHISSERIE INTERHOSPITALIERE SEINE ET MARNE"" ""BIH 77""";GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""ALPES SANTE""";GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""TELESANTE DE BASSE NORMANDIE";GCS;
7;Septiäme chambre;"Organisme Inter Etablissements du rÇseau des chambres d'agriculture ""Suamme""";EP;OIR SUAMME
3;Troisiäme chambre;êcole nationale des sports de montagne (REGROUPE L'ENSA ID 1660);EPA;ENSM
7;Septiäme chambre;Organisme interÇtablissement du rÇseau des chambres d?agriculture Elevage Doubs Jura Territoire de Belfort (Etablissement interdepartemental de l'Çlevage du Doubs-Jura-Territoire de Belfort);;OIER - EIE 25-39-90
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DU PAYS DE FOUGERES;GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""POLE DE SANTE PLURIDISCIPLINAIRE LOIRE ET SILLON""";GCS;
4;Quatriäme chambre;INSTITUT FRANCAIS;;IF
3;Troisiäme chambre;PRES HAUTES ETUDES SORBONNE ARTS ET METIERS (HESAM);EPA-EPCS;HESAM
7;Septiäme chambre;Chambre d'agriculture rÇgion Nord Pas-de-Calais;EPA;CA
3;Troisiäme chambre;GROUPE DES ECOLES NATIONALES D'ECONOMIE ET STATISTIQUE GENES;;GENES
3;Troisiäme chambre;Institut franáais des sciences et des technologies des transports, de l'amÇngement et des rÇseaux ;EPST;IFSTTAR
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE ALSACE E-SANTE;GCS;
7;Septiäme chambre;Etablissement public d'amÇnagement Plaine de France;EPIC;EPAPF
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" URGENCE HOPITAUX DROME NORD - CCNP DU CENTRE HOSPITALIER DE SAINT MARCELLIN";GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""CHARENTE MARITIME NORD""";GCS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""GROUPEMENT AUDOIS DE PRESTATIONS MUTUALISEES MEDICO-LOGISTIQUES""";GCS;
7;Septiäme chambre;ETABLISSEMENT PUBLIC D'AMENAGEMENT DE BORDEAUX -EURATLANTIQUE;EPIC;EPABE
4;Quatriäme chambre;AGENCE NATIONALE DE TRAITEMENT AUTOMATISE DES INFRACTIONS (ANTAI);EPA;ANTAI
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AU DROIT DE LA GIRONDE (GIP);GIP;CDAD
5;Cinquiäme chambre;Groupement de coopÇration sociale et mÇdico-sociale de La chapelle Saint-Laurent ;GCSMS;
2;Deuxiäme chambre;SociÇtÇ de financement et d'investissement pour la rÇforme et le dÇveloppement;;SOFIRED
4;Quatriäme chambre;AGENCE DE GESTION ET DE RECOUVREMENT DES AVOIRS SAISIS ET CONFISQUES (AGRASC);EPA;AGRASC
6;Sixiäme chambre;GCS HOPITAUX DU SERVICE PUBLIC DU SUD DE LA METROPOLE LILLOISE;GCS;HPSM
6;Sixiäme chambre;GCS TOMOGRAPHE A EMISSION DE POSITIONS HAUTE ALSACE;GCS;TEPSCAN
6;Sixiäme chambre;GCS BLANCHISSERIE NIEVRE ALLIER;GCS;GCS BLANCHISSERIE
5;Cinquiäme chambre;Groupement de coopÇration des Çtablissements publics pour personnes agÇes du bassin de vie de l'auxerrois et la puisaye-forterre;GCSMS;
6;Sixiäme chambre;GCS POLE D'IMAGERIE MEDICALE DU SUD GIRONDE;GCS;
6;Sixiäme chambre;GCS PHARMACIE A USAGE INTERIEUR DU CH DE SENLIS ET DE LA CLINIQUE DU VALOIS;GCS;
6;Sixiäme chambre;GCS BLANCHISSERIE INTERHOSPITALIERE DE LA COTE D'OPALE (BCO);GCS;
6;Sixiäme chambre;GCS GROUPEMENT SANITAIRE DE L'OUEST;GCS;
6;Sixiäme chambre;GCS BLANCHISSERIE INTERHOSPITALIERE LOIRE SUD (BILH SUD);GCS;
6;Sixiäme chambre;GCS DES HOPITAUX DU COMMINGES;GCS;
6;Sixiäme chambre;GCS RESEAU GERONTOLOGIQUE VILLE HOPITAL DE POITIERS / CAP (RGVHP);GCS;
6;Sixiäme chambre;GCS RESEAU REGIONAL DES URGENCES DE FRANCHE-COMTE;GCS;
6;Sixiäme chambre;GCS STERINORD;GCS;
6;Sixiäme chambre;GCS THIERS-AMBERT;GCS;
5;Cinquiäme chambre;Groupement de coopÇration sociale et mÇdico-sociale Isac/Rohan;GCSMS;
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""UNITE DE TRAITEMENT INTER-ETABLISSEMENTS DU LINGE""";GCS;GCS UTIL
5;Cinquiäme chambre;Groupement de coopÇration sociale et mÇdico-sociale Les rÇsidences du Centre-Somme;GCSMS;
5;Cinquiäme chambre;Groupement coopÇration sociale et mÇdico-sociale - Groupement pour la promotion des droits et libertÇs des personnes en Çtablissement mÇdico-social;GCSMS;
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL D'ACCES AU DROIT DE L'ARIEGE;GIP;CDAD
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE D'IMAGERIE MEDICALE DE L'AIN;GCS;GCS
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE VOIRONNAIS-CHARTREUSE;GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE ONCOCENTRE;GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DE RADIOTHERAPIE DE LA REGION D'ANNECY (GRRA);GCS;
5;Cinquiäme chambre;GCSMS Formation et dÇveloppement Bretagne (FORMADEV Bretagne);GCMS;
5;Cinquiäme chambre;Groupe d'initiative et de ressources 7 ;GCSMS;
6;Sixiäme chambre;AGENCE NATIONALE D'APPUI A LA PERFORMANCE DES ETABLISEMENTS DE SANTE ET MEDICO-SOCIAUX AGENCE NATIONALE D'APPUI A LA PERFORMANCE DES ETABLISSEMENTS DE SANTE ET MEDICO-SOCIAUX;GIP;ANAP
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""APT - AVIGNON """;GCS;
2;Deuxiäme chambre;Guichet Entreprises;GIP;GE
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" POLE DE SANTE CHALONNAIS""";GCS;
7;Septiäme chambre;Etablissement public pour la gestion de l'eau et de la biodiversitÇ du Marais poitevin;EPA;EPMP
6;Sixiäme chambre;"GCS ""HAD DE REEDUCATION HSNM- AP-HP""";GCS;
5;Cinquiäme chambre;GCSMS Ehpad Le sÇquoia/Association Habitat-loisirs pour le 3äme Ége ;;
4;Quatriäme chambre;GROUPEMENT D'INTERET PUBLIC POUR L'EDUCATION NUMERIQUE EN AFRIQUE;GIP;ENA
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements Normandie UniversitÇ (COMUE);EPA-EPCS;NU
3;Troisiäme chambre;Centre universitaire de formation et de recherche de Mayotte ;EPA;CUFR
3;Troisiäme chambre;UNIVERSITE DE LORRAINE (DECRET 2011-1169 DU 22/09/2011 FUSION DES UNIVERSITES DE METZ ID 1914, NANCY I ET II (ID 1912 ET 1913 ET DE L'INPL ID 1908 AVEC L'UNIVERSITE DE LORRAINE ID 5796);EPA-EPCS;UL
3;Troisiäme chambre;GIP StratÇgie d'action Çducative de Courcouronnes;GIP;SAE Courcouronnes
3;Troisiäme chambre;France MÇdias Monde ;;AEF
5;Cinquiäme chambre;RÇseau pour adolescents en difficultÇs psychique et sociale de l'Isäre                                                                                                                                       ;;RAI
7;Septiäme chambre;France Haras;GIP;FH
5;Cinquiäme chambre;GROUPEMENT DE COOPERATION SOCIALE ET MEDICO-SOCIALE DES TROIS SOURCES;GCSMS;
5;Cinquiäme chambre;GROUPEMENT DE COOPERATION SOCIALE ET MEDICO-SOCIALE - GROUPEMENT DES EHPAD PUBLICS DU VAL DE MARNE;;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE GROUPE HOSPITALIER D'ARMOR;GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE IFSI DE HAUTE COTE D'OR;GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE POUR L'IMAGERIE EN COUPE DU NORD VIENNE;GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE PSYCHIATRIE DE L'INDRE;GCS;
